entity,short_name
http://dbpedia.org/resource/Greenock_Morton_F.C.,Greenock Morton F.C.
"http://dbpedia.org/resource/Bangor,_Gwynedd","Bangor, Gwynedd"
http://dbpedia.org/resource/Tribune_Media,Tribune Media
http://dbpedia.org/resource/South_Shields,South Shields
http://dbpedia.org/resource/Dore_Schary,Dore Schary
http://dbpedia.org/resource/Gandhi_(film),Gandhi (film)
http://dbpedia.org/resource/Lost_in_Translation_(film),Lost in Translation (film)
http://dbpedia.org/resource/Love_Actually,Love Actually
http://dbpedia.org/resource/University_of_Maine,University of Maine
http://dbpedia.org/resource/Maurice_Jarre,Maurice Jarre
http://dbpedia.org/resource/Master_and_Commander:_The_Far_Side_of_the_World,Master and Commander: The Far Side of the World
http://dbpedia.org/resource/Meredith_Vieira,Meredith Vieira
http://dbpedia.org/resource/Prussia,Prussia
http://dbpedia.org/resource/Touchstone_Pictures,Touchstone Pictures
http://dbpedia.org/resource/Lars_Ulrich,Lars Ulrich
http://dbpedia.org/resource/Luis_Miguel,Luis Miguel
http://dbpedia.org/resource/Paul_Williams_(songwriter),Paul Williams (songwriter)
http://dbpedia.org/resource/Moscow_Oblast,Moscow Oblast
http://dbpedia.org/resource/Horror_punk,Horror punk
http://dbpedia.org/resource/Sonic_X,Sonic X
http://dbpedia.org/resource/Mimi_Rogers,Mimi Rogers
http://dbpedia.org/resource/Moscow_State_University,Moscow State University
http://dbpedia.org/resource/Paul_Mazursky,Paul Mazursky
http://dbpedia.org/resource/Enemy_at_the_Gates,Enemy at the Gates
http://dbpedia.org/resource/Groton_School,Groton School
http://dbpedia.org/resource/Eric_Burdon,Eric Burdon
http://dbpedia.org/resource/Laura_Linney,Laura Linney
http://dbpedia.org/resource/Anthony_Edwards,Anthony Edwards
http://dbpedia.org/resource/Connie_Willis,Connie Willis
http://dbpedia.org/resource/Keio_University,Keio University
http://dbpedia.org/resource/Ukrainian_Soviet_Socialist_Republic,Ukrainian Soviet Socialist Republic
http://dbpedia.org/resource/Bromley,Bromley
http://dbpedia.org/resource/Waseda_University,Waseda University
http://dbpedia.org/resource/Elizabeth_Daily,Elizabeth Daily
http://dbpedia.org/resource/Howard_University,Howard University
http://dbpedia.org/resource/Michael_Ironside,Michael Ironside
http://dbpedia.org/resource/University_of_Padua,University of Padua
http://dbpedia.org/resource/University_of_Georgia,University of Georgia
http://dbpedia.org/resource/San_Jose_State_University,San Jose State University
http://dbpedia.org/resource/Jew's_harp,Jew's harp
http://dbpedia.org/resource/Origin_Systems,Origin Systems
"http://dbpedia.org/resource/Litchfield,_Connecticut","Litchfield, Connecticut"
http://dbpedia.org/resource/Chittagong,Chittagong
http://dbpedia.org/resource/The_Civil_War_(TV_series),The Civil War (TV series)
http://dbpedia.org/resource/Raj_Kapoor,Raj Kapoor
http://dbpedia.org/resource/Chipping_Barnet,Chipping Barnet
http://dbpedia.org/resource/John_Carradine,John Carradine
http://dbpedia.org/resource/Indiana_State_University,Indiana State University
http://dbpedia.org/resource/Richard_Donner,Richard Donner
"http://dbpedia.org/resource/Scarborough,_North_Yorkshire","Scarborough, North Yorkshire"
http://dbpedia.org/resource/Tom_Berenger,Tom Berenger
http://dbpedia.org/resource/FC_Basel,FC Basel
http://dbpedia.org/resource/Fellow,Fellow
http://dbpedia.org/resource/International_Cricket_Council,International Cricket Council
http://dbpedia.org/resource/Lagaan,Lagaan
http://dbpedia.org/resource/FK_Partizan,FK Partizan
http://dbpedia.org/resource/Ray_Manzarek,Ray Manzarek
http://dbpedia.org/resource/Edward_Dmytryk,Edward Dmytryk
http://dbpedia.org/resource/Stanford_Law_School,Stanford Law School
http://dbpedia.org/resource/Daniel_Inouye,Daniel Inouye
http://dbpedia.org/resource/Harry_Warren,Harry Warren
http://dbpedia.org/resource/Goregrind,Goregrind
http://dbpedia.org/resource/Edward_Herrmann,Edward Herrmann
"http://dbpedia.org/resource/California_State_University,_Long_Beach","California State University, Long Beach"
http://dbpedia.org/resource/Warwickshire,Warwickshire
http://dbpedia.org/resource/Federation_of_Bosnia_and_Herzegovina,Federation of Bosnia and Herzegovina
http://dbpedia.org/resource/Seth_MacFarlane,Seth MacFarlane
http://dbpedia.org/resource/Tim_Roth,Tim Roth
http://dbpedia.org/resource/Robert_Iler,Robert Iler
http://dbpedia.org/resource/New_jack_swing,New jack swing
http://dbpedia.org/resource/Churches_of_Christ,Churches of Christ
"http://dbpedia.org/resource/Sex,_Lies,_and_Videotape","Sex, Lies, and Videotape"
http://dbpedia.org/resource/Texas_Christian_University,Texas Christian University
http://dbpedia.org/resource/Jimmy_Kimmel,Jimmy Kimmel
http://dbpedia.org/resource/Central_Saint_Martins,Central Saint Martins
http://dbpedia.org/resource/Daws_Butler,Daws Butler
http://dbpedia.org/resource/Marcia_Gay_Harden,Marcia Gay Harden
http://dbpedia.org/resource/Crystal_Palace_F.C.,Crystal Palace F.C.
http://dbpedia.org/resource/Italians,Italians
http://dbpedia.org/resource/International_development,International development
http://dbpedia.org/resource/Northeastern_University,Northeastern University
http://dbpedia.org/resource/Eidos_Interactive,Eidos Interactive
http://dbpedia.org/resource/University_of_Louisville,University of Louisville
http://dbpedia.org/resource/Westfield_Group,Westfield Group
http://dbpedia.org/resource/John_Dingell,John Dingell
http://dbpedia.org/resource/Judd_Nelson,Judd Nelson
http://dbpedia.org/resource/Anti-folk,Anti-folk
http://dbpedia.org/resource/Rotherham_United_F.C.,Rotherham United F.C.
http://dbpedia.org/resource/Brendan_Fraser,Brendan Fraser
http://dbpedia.org/resource/American_Indian_Wars,American Indian Wars
http://dbpedia.org/resource/Rhino_Entertainment,Rhino Entertainment
http://dbpedia.org/resource/Polish_Americans,Polish Americans
http://dbpedia.org/resource/Armenians,Armenians
http://dbpedia.org/resource/Florida_International_University,Florida International University
http://dbpedia.org/resource/David_Hemmings,David Hemmings
http://dbpedia.org/resource/Memorial_University_of_Newfoundland,Memorial University of Newfoundland
http://dbpedia.org/resource/Ball_State_University,Ball State University
http://dbpedia.org/resource/Samuel_Goldwyn,Samuel Goldwyn
http://dbpedia.org/resource/Nicole_Richie,Nicole Richie
http://dbpedia.org/resource/Columbia_University_Graduate_School_of_Journalism,Columbia University Graduate School of Journalism
http://dbpedia.org/resource/Patrick_McGoohan,Patrick McGoohan
http://dbpedia.org/resource/Cesar_Romero,Cesar Romero
http://dbpedia.org/resource/John_DiMaggio,John DiMaggio
http://dbpedia.org/resource/Lucknow,Lucknow
http://dbpedia.org/resource/Furman_University,Furman University
http://dbpedia.org/resource/Jimmy_Smits,Jimmy Smits
http://dbpedia.org/resource/Todd_Haynes,Todd Haynes
http://dbpedia.org/resource/BBC_Three_(former),BBC Three (former)
http://dbpedia.org/resource/William_Friedkin,William Friedkin
http://dbpedia.org/resource/St_Johnstone_F.C.,St Johnstone F.C.
http://dbpedia.org/resource/Reggaeton,Reggaeton
http://dbpedia.org/resource/Infernal_Affairs,Infernal Affairs
http://dbpedia.org/resource/Bill_Bruford,Bill Bruford
http://dbpedia.org/resource/Jerry_Goldsmith,Jerry Goldsmith
http://dbpedia.org/resource/Carl_Weathers,Carl Weathers
http://dbpedia.org/resource/State_University_of_New_York_at_Purchase,State University of New York at Purchase
http://dbpedia.org/resource/Brian_Helgeland,Brian Helgeland
http://dbpedia.org/resource/La_Plata,La Plata
http://dbpedia.org/resource/Dev_Anand,Dev Anand
http://dbpedia.org/resource/The_Lord_of_the_Rings_(1978_film),The Lord of the Rings (1978 film)
http://dbpedia.org/resource/Dogville,Dogville
http://dbpedia.org/resource/Remember_the_Titans,Remember the Titans
http://dbpedia.org/resource/William_H._Macy,William H. Macy
http://dbpedia.org/resource/Bill_Nelson_(musician),Bill Nelson (musician)
http://dbpedia.org/resource/Russell_T_Davies,Russell T Davies
http://dbpedia.org/resource/Rick_Rubin,Rick Rubin
http://dbpedia.org/resource/Bewitched,Bewitched
http://dbpedia.org/resource/Eric_Roberts,Eric Roberts
http://dbpedia.org/resource/Crispin_Glover,Crispin Glover
http://dbpedia.org/resource/Maggie_Gyllenhaal,Maggie Gyllenhaal
http://dbpedia.org/resource/Roadrunner_Records,Roadrunner Records
http://dbpedia.org/resource/Glen_A._Larson,Glen A. Larson
http://dbpedia.org/resource/Pocahontas_(1995_film),Pocahontas (1995 film)
http://dbpedia.org/resource/Cinderella_(1950_film),Cinderella (1950 film)
http://dbpedia.org/resource/Patricia_Arquette,Patricia Arquette
http://dbpedia.org/resource/`Abbās_Kiyārostamī,`Abbās Kiyārostamī
http://dbpedia.org/resource/County_Durham,County Durham
http://dbpedia.org/resource/Dilip_Kumar,Dilip Kumar
http://dbpedia.org/resource/Tony_Levin,Tony Levin
http://dbpedia.org/resource/Preston_Sturges,Preston Sturges
http://dbpedia.org/resource/Timbaland,Timbaland
http://dbpedia.org/resource/Sialkot,Sialkot
http://dbpedia.org/resource/Happy_Gilmore,Happy Gilmore
http://dbpedia.org/resource/Mila_Kunis,Mila Kunis
http://dbpedia.org/resource/Emerson_College,Emerson College
http://dbpedia.org/resource/Boca_Juniors,Boca Juniors
http://dbpedia.org/resource/Ioan_Gruffudd,Ioan Gruffudd
http://dbpedia.org/resource/Christopher_Doyle,Christopher Doyle
http://dbpedia.org/resource/Andy_Serkis,Andy Serkis
http://dbpedia.org/resource/Kajol,Kajol
http://dbpedia.org/resource/The_Nightmare_Before_Christmas,The Nightmare Before Christmas
http://dbpedia.org/resource/The_Hunchback_of_Notre_Dame_(1996_film),The Hunchback of Notre Dame (1996 film)
http://dbpedia.org/resource/Lisa_Gerrard,Lisa Gerrard
http://dbpedia.org/resource/University_of_New_Mexico,University of New Mexico
http://dbpedia.org/resource/County_Monaghan,County Monaghan
"http://dbpedia.org/resource/Minato,_Tokyo","Minato, Tokyo"
http://dbpedia.org/resource/James_Cromwell,James Cromwell
http://dbpedia.org/resource/Nitty_Gritty_Dirt_Band,Nitty Gritty Dirt Band
http://dbpedia.org/resource/Republic_Pictures,Republic Pictures
http://dbpedia.org/resource/University_of_Dundee,University of Dundee
http://dbpedia.org/resource/Chris_Martin,Chris Martin
http://dbpedia.org/resource/Robert_Wyatt,Robert Wyatt
http://dbpedia.org/resource/Kilmarnock_F.C.,Kilmarnock F.C.
http://dbpedia.org/resource/Homicide:_Life_on_the_Street,Homicide: Life on the Street
http://dbpedia.org/resource/Mashhad,Mashhad
http://dbpedia.org/resource/Henry_Winkler,Henry Winkler
http://dbpedia.org/resource/The_Day_After_Tomorrow,The Day After Tomorrow
http://dbpedia.org/resource/2_Fast_2_Furious,2 Fast 2 Furious
http://dbpedia.org/resource/Rushmore_(film),Rushmore (film)
http://dbpedia.org/resource/Karl_Urban,Karl Urban
http://dbpedia.org/resource/Superman_IV:_The_Quest_for_Peace,Superman IV: The Quest for Peace
http://dbpedia.org/resource/Hulk_(film),Hulk (film)
http://dbpedia.org/resource/Kath_Soucie,Kath Soucie
http://dbpedia.org/resource/Kingdom_of_England,Kingdom of England
http://dbpedia.org/resource/New_Line_Cinema,New Line Cinema
http://dbpedia.org/resource/Sony_Pictures_Classics,Sony Pictures Classics
http://dbpedia.org/resource/Focus_Features,Focus Features
http://dbpedia.org/resource/Justice_League_(TV_series),Justice League (TV series)
http://dbpedia.org/resource/Mark_Goodson,Mark Goodson
http://dbpedia.org/resource/Rick_James,Rick James
http://dbpedia.org/resource/Mark_Cuban,Mark Cuban
http://dbpedia.org/resource/Pakistan_Peoples_Party,Pakistan Peoples Party
http://dbpedia.org/resource/University_of_North_Carolina_at_Charlotte,University of North Carolina at Charlotte
http://dbpedia.org/resource/Jayne_Mansfield,Jayne Mansfield
http://dbpedia.org/resource/Hal_David,Hal David
http://dbpedia.org/resource/FC_Schalke_04,FC Schalke 04
http://dbpedia.org/resource/Richard_Hammond,Richard Hammond
http://dbpedia.org/resource/Charles_Rangel,Charles Rangel
http://dbpedia.org/resource/James_Caan,James Caan
http://dbpedia.org/resource/Tia_Carrere,Tia Carrere
http://dbpedia.org/resource/Endemol,Endemol
http://dbpedia.org/resource/Osgoode_Hall_Law_School,Osgoode Hall Law School
http://dbpedia.org/resource/Rita_Moreno,Rita Moreno
http://dbpedia.org/resource/Jason_Mraz,Jason Mraz
http://dbpedia.org/resource/The_Bodyguard_(1992_film),The Bodyguard (1992 film)
http://dbpedia.org/resource/Elmore_Leonard,Elmore Leonard
http://dbpedia.org/resource/Paul_Francis_Webster,Paul Francis Webster
http://dbpedia.org/resource/Vinnie_Jones,Vinnie Jones
http://dbpedia.org/resource/Judd_Hirsch,Judd Hirsch
http://dbpedia.org/resource/J-pop,J-pop
http://dbpedia.org/resource/Joe_Roth,Joe Roth
http://dbpedia.org/resource/Revolution_Studios,Revolution Studios
http://dbpedia.org/resource/Nelson_Riddle,Nelson Riddle
http://dbpedia.org/resource/Fox_Searchlight_Pictures,Fox Searchlight Pictures
http://dbpedia.org/resource/Vincente_Minnelli,Vincente Minnelli
http://dbpedia.org/resource/Tom_Sizemore,Tom Sizemore
http://dbpedia.org/resource/Mad_TV,Mad TV
http://dbpedia.org/resource/Betty_White,Betty White
http://dbpedia.org/resource/Vin_Diesel,Vin Diesel
http://dbpedia.org/resource/XXX_(2002_film),XXX (2002 film)
http://dbpedia.org/resource/Kelly_Clarkson,Kelly Clarkson
http://dbpedia.org/resource/Preity_Zinta,Preity Zinta
http://dbpedia.org/resource/University_of_Portland,University of Portland
http://dbpedia.org/resource/YTV_(TV_channel),YTV (TV channel)
http://dbpedia.org/resource/Jason_Isaacs,Jason Isaacs
http://dbpedia.org/resource/Jack_White,Jack White
http://dbpedia.org/resource/University_of_Minnesota,University of Minnesota
http://dbpedia.org/resource/Erich_Wolfgang_Korngold,Erich Wolfgang Korngold
http://dbpedia.org/resource/Freakazoid!,Freakazoid!
http://dbpedia.org/resource/Kumasi,Kumasi
http://dbpedia.org/resource/Stuyvesant_High_School,Stuyvesant High School
http://dbpedia.org/resource/Hofstra_University,Hofstra University
http://dbpedia.org/resource/Atlus,Atlus
http://dbpedia.org/resource/Amistad_(film),Amistad (film)
http://dbpedia.org/resource/Peter_Dinklage,Peter Dinklage
http://dbpedia.org/resource/Gannett_Company,Gannett Company
http://dbpedia.org/resource/Stargate_Atlantis,Stargate Atlantis
http://dbpedia.org/resource/Martin_Lawrence,Martin Lawrence
http://dbpedia.org/resource/Joshua_Logan,Joshua Logan
http://dbpedia.org/resource/EA_Sports,EA Sports
http://dbpedia.org/resource/Tony_Shalhoub,Tony Shalhoub
http://dbpedia.org/resource/Paul_Thomas_Anderson,Paul Thomas Anderson
http://dbpedia.org/resource/Monk_(TV_series),Monk (TV series)
http://dbpedia.org/resource/North_Carolina_Central_University,North Carolina Central University
http://dbpedia.org/resource/Steven_Tyler,Steven Tyler
http://dbpedia.org/resource/Elsevier,Elsevier
http://dbpedia.org/resource/Roy_Kinnear,Roy Kinnear
http://dbpedia.org/resource/Tokyo_Broadcasting_System,Tokyo Broadcasting System
http://dbpedia.org/resource/Outlaw_country,Outlaw country
http://dbpedia.org/resource/Grace_Jones,Grace Jones
http://dbpedia.org/resource/Wii,Wii
http://dbpedia.org/resource/4AD,4AD
http://dbpedia.org/resource/Joe_Mantegna,Joe Mantegna
http://dbpedia.org/resource/Queen_Mary_University_of_London,Queen Mary University of London
http://dbpedia.org/resource/Manipur,Manipur
http://dbpedia.org/resource/Diana_Krall,Diana Krall
http://dbpedia.org/resource/Matt_Dillon,Matt Dillon
http://dbpedia.org/resource/Natalie_Cole,Natalie Cole
http://dbpedia.org/resource/PolyGram,PolyGram
http://dbpedia.org/resource/Pepperdine_University,Pepperdine University
http://dbpedia.org/resource/Merge_Records_discography,Merge Records discography
http://dbpedia.org/resource/Dino_De_Laurentiis,Dino De Laurentiis
http://dbpedia.org/resource/Northern_Ireland_national_football_team,Northern Ireland national football team
http://dbpedia.org/resource/Devin_Townsend,Devin Townsend
http://dbpedia.org/resource/Kareena_Kapoor,Kareena Kapoor
http://dbpedia.org/resource/Good_Morning_America,Good Morning America
http://dbpedia.org/resource/People's_Democratic_Party_(Nigeria),People's Democratic Party (Nigeria)
http://dbpedia.org/resource/United_National_Party,United National Party
http://dbpedia.org/resource/University_of_Basel,University of Basel
http://dbpedia.org/resource/Meshell_Ndegeocello,Meshell Ndegeocello
http://dbpedia.org/resource/Herbert_Lom,Herbert Lom
http://dbpedia.org/resource/University_of_North_Dakota,University of North Dakota
http://dbpedia.org/resource/Mike_Portnoy,Mike Portnoy
http://dbpedia.org/resource/Doctor_of_Medicine,Doctor of Medicine
http://dbpedia.org/resource/Preston_North_End_F.C.,Preston North End F.C.
http://dbpedia.org/resource/Charlie_Daniels,Charlie Daniels
http://dbpedia.org/resource/National_Museum_of_Racing_and_Hall_of_Fame,National Museum of Racing and Hall of Fame
http://dbpedia.org/resource/Emir_Kusturica,Emir Kusturica
"http://dbpedia.org/resource/Pacific_Palisades,_Los_Angeles","Pacific Palisades, Los Angeles"
http://dbpedia.org/resource/Gene_Wilder,Gene Wilder
http://dbpedia.org/resource/Foreigner_(band),Foreigner (band)
http://dbpedia.org/resource/Fordham_University,Fordham University
http://dbpedia.org/resource/Midway_Games,Midway Games
http://dbpedia.org/resource/Jim_Belushi,Jim Belushi
http://dbpedia.org/resource/Days_of_Being_Wild,Days of Being Wild
http://dbpedia.org/resource/Conservative_Party_of_Canada_(1867–1942),Conservative Party of Canada (1867–1942)
http://dbpedia.org/resource/Big_Fish,Big Fish
http://dbpedia.org/resource/Bradford_City_A.F.C.,Bradford City A.F.C.
http://dbpedia.org/resource/My_Big_Fat_Greek_Wedding,My Big Fat Greek Wedding
http://dbpedia.org/resource/Dominion_of_New_Zealand,Dominion of New Zealand
http://dbpedia.org/resource/Maura_Tierney,Maura Tierney
http://dbpedia.org/resource/Murder_by_Decree,Murder by Decree
http://dbpedia.org/resource/Almost_Famous,Almost Famous
http://dbpedia.org/resource/Joseph_L._Mankiewicz,Joseph L. Mankiewicz
http://dbpedia.org/resource/James_L._Brooks,James L. Brooks
http://dbpedia.org/resource/Glasgow_School_of_Art,Glasgow School of Art
http://dbpedia.org/resource/Santa_Clara_University,Santa Clara University
http://dbpedia.org/resource/California_Polytechnic_State_University,California Polytechnic State University
http://dbpedia.org/resource/Eastern_Kentucky_University,Eastern Kentucky University
http://dbpedia.org/resource/Aldo_Nova,Aldo Nova
http://dbpedia.org/resource/Billy_Dee_Williams,Billy Dee Williams
http://dbpedia.org/resource/Los_Angeles_Unified_School_District,Los Angeles Unified School District
http://dbpedia.org/resource/FX_(TV_channel),FX (TV channel)
"http://dbpedia.org/resource/Tarzana,_Los_Angeles","Tarzana, Los Angeles"
"http://dbpedia.org/resource/Encino,_Los_Angeles","Encino, Los Angeles"
http://dbpedia.org/resource/Beat_music,Beat music
"http://dbpedia.org/resource/North_Hollywood,_Los_Angeles","North Hollywood, Los Angeles"
http://dbpedia.org/resource/Millwall_F.C.,Millwall F.C.
http://dbpedia.org/resource/Coventry_City_F.C.,Coventry City F.C.
http://dbpedia.org/resource/I_Shot_Andy_Warhol,I Shot Andy Warhol
http://dbpedia.org/resource/Willamette_University,Willamette University
http://dbpedia.org/resource/Mills_College,Mills College
http://dbpedia.org/resource/Visual_kei,Visual kei
http://dbpedia.org/resource/Catherine_O'Hara,Catherine O'Hara
http://dbpedia.org/resource/Cree_Summer,Cree Summer
http://dbpedia.org/resource/Lyle_Lovett,Lyle Lovett
http://dbpedia.org/resource/Batman_Beyond,Batman Beyond
http://dbpedia.org/resource/Eugene_Levy,Eugene Levy
http://dbpedia.org/resource/Orange_County_(film),Orange County (film)
http://dbpedia.org/resource/Annette_Bening,Annette Bening
http://dbpedia.org/resource/Ben_Johnson_(actor),Ben Johnson (actor)
http://dbpedia.org/resource/Tony_Randall,Tony Randall
http://dbpedia.org/resource/Curitiba,Curitiba
http://dbpedia.org/resource/Tabriz,Tabriz
http://dbpedia.org/resource/Asia_Argento,Asia Argento
http://dbpedia.org/resource/Roy_Bittan,Roy Bittan
http://dbpedia.org/resource/Herb_Alpert,Herb Alpert
http://dbpedia.org/resource/Topher_Grace,Topher Grace
http://dbpedia.org/resource/High_Anxiety,High Anxiety
http://dbpedia.org/resource/Young_Frankenstein,Young Frankenstein
http://dbpedia.org/resource/Once_Upon_a_Time_in_America,Once Upon a Time in America
http://dbpedia.org/resource/Bihar,Bihar
http://dbpedia.org/resource/Anupam_Kher,Anupam Kher
http://dbpedia.org/resource/Lara_Croft_Tomb_Raider:_The_Cradle_of_Life,Lara Croft Tomb Raider: The Cradle of Life
http://dbpedia.org/resource/Miranda_Otto,Miranda Otto
http://dbpedia.org/resource/Hook_(film),Hook (film)
http://dbpedia.org/resource/Monster_(2003_film),Monster (2003 film)
http://dbpedia.org/resource/Days_of_Heaven,Days of Heaven
http://dbpedia.org/resource/CBS_Radio,CBS Radio
http://dbpedia.org/resource/Hoffa,Hoffa
http://dbpedia.org/resource/Legally_Blonde,Legally Blonde
http://dbpedia.org/resource/Seabiscuit_(film),Seabiscuit (film)
http://dbpedia.org/resource/RoboCop,RoboCop
http://dbpedia.org/resource/Don_Messick,Don Messick
http://dbpedia.org/resource/Dinah_Shore,Dinah Shore
http://dbpedia.org/resource/Noise_rock,Noise rock
http://dbpedia.org/resource/Bo_Derek,Bo Derek
http://dbpedia.org/resource/Electro_(music),Electro (music)
http://dbpedia.org/resource/Dorothy_Fields,Dorothy Fields
http://dbpedia.org/resource/Samson_and_Delilah_(1949_film),Samson and Delilah (1949 film)
http://dbpedia.org/resource/Cheech_Marin,Cheech Marin
http://dbpedia.org/resource/From_Dusk_till_Dawn,From Dusk till Dawn
http://dbpedia.org/resource/Amritsar,Amritsar
http://dbpedia.org/resource/Sydney_Pollack,Sydney Pollack
http://dbpedia.org/resource/Tom_Arnold_(actor),Tom Arnold (actor)
http://dbpedia.org/resource/Notts_County_F.C.,Notts County F.C.
http://dbpedia.org/resource/Holly_Marie_Combs,Holly Marie Combs
http://dbpedia.org/resource/Oral_Roberts_University,Oral Roberts University
http://dbpedia.org/resource/South_Cambridgeshire,South Cambridgeshire
http://dbpedia.org/resource/West_Dorset,West Dorset
http://dbpedia.org/resource/North_Norfolk,North Norfolk
http://dbpedia.org/resource/South_Somerset,South Somerset
http://dbpedia.org/resource/Licence_to_Kill,Licence to Kill
http://dbpedia.org/resource/Air_travel,Air travel
http://dbpedia.org/resource/Pleasantville_(film),Pleasantville (film)
http://dbpedia.org/resource/Pony_Canyon,Pony Canyon
http://dbpedia.org/resource/Wycombe_Wanderers_F.C.,Wycombe Wanderers F.C.
http://dbpedia.org/resource/Dunfermline_Athletic_F.C.,Dunfermline Athletic F.C.
http://dbpedia.org/resource/Stevenage_F.C.,Stevenage F.C.
http://dbpedia.org/resource/Bury_F.C.,Bury F.C.
http://dbpedia.org/resource/Shrewsbury_Town_F.C.,Shrewsbury Town F.C.
http://dbpedia.org/resource/Oldham_Athletic_A.F.C.,Oldham Athletic A.F.C.
http://dbpedia.org/resource/Stockport_County_F.C.,Stockport County F.C.
http://dbpedia.org/resource/Mansfield_Town_F.C.,Mansfield Town F.C.
http://dbpedia.org/resource/Hartlepool_United_F.C.,Hartlepool United F.C.
http://dbpedia.org/resource/Peterborough_United_F.C.,Peterborough United F.C.
http://dbpedia.org/resource/Rochdale_A.F.C.,Rochdale A.F.C.
http://dbpedia.org/resource/Chesterfield_F.C.,Chesterfield F.C.
http://dbpedia.org/resource/Chester_City_F.C.,Chester City F.C.
http://dbpedia.org/resource/Doncaster_Rovers_F.C.,Doncaster Rovers F.C.
http://dbpedia.org/resource/Hereford_United_F.C.,Hereford United F.C.
http://dbpedia.org/resource/Barnet_F.C.,Barnet F.C.
http://dbpedia.org/resource/Andrea_Bocelli,Andrea Bocelli
http://dbpedia.org/resource/Brentford_F.C.,Brentford F.C.
http://dbpedia.org/resource/Colchester_United_F.C.,Colchester United F.C.
http://dbpedia.org/resource/Scunthorpe_United_F.C.,Scunthorpe United F.C.
http://dbpedia.org/resource/Southend_United_F.C.,Southend United F.C.
http://dbpedia.org/resource/Burton_Albion_F.C.,Burton Albion F.C.
http://dbpedia.org/resource/Oxford_United_F.C.,Oxford United F.C.
http://dbpedia.org/resource/Leyton_Orient_F.C.,Leyton Orient F.C.
http://dbpedia.org/resource/Mission:_Impossible_II,Mission: Impossible II
http://dbpedia.org/resource/Boogie_Nights,Boogie Nights
"http://dbpedia.org/resource/Harrow,_London","Harrow, London"
http://dbpedia.org/resource/Josh_Groban,Josh Groban
http://dbpedia.org/resource/University_of_Pisa,University of Pisa
http://dbpedia.org/resource/Communist_Party_USA,Communist Party USA
http://dbpedia.org/resource/Stanford_Graduate_School_of_Business,Stanford Graduate School of Business
http://dbpedia.org/resource/Trinidad,Trinidad
http://dbpedia.org/resource/Central_Java,Central Java
http://dbpedia.org/resource/University_of_Turin,University of Turin
http://dbpedia.org/resource/Masada_(miniseries),Masada (miniseries)
http://dbpedia.org/resource/The_Butterfly_Effect,The Butterfly Effect
http://dbpedia.org/resource/Fran_Walsh,Fran Walsh
http://dbpedia.org/resource/Brad_Dourif,Brad Dourif
http://dbpedia.org/resource/Jim_Brown,Jim Brown
http://dbpedia.org/resource/University_of_Chicago_Law_School,University of Chicago Law School
http://dbpedia.org/resource/Saint_Joseph's_University,Saint Joseph's University
http://dbpedia.org/resource/Warner_Music_Group,Warner Music Group
http://dbpedia.org/resource/Gustavo_Cerati,Gustavo Cerati
http://dbpedia.org/resource/The_Santa_Clause_2,The Santa Clause 2
http://dbpedia.org/resource/Stanley_Tucci,Stanley Tucci
http://dbpedia.org/resource/University_of_Dayton,University of Dayton
http://dbpedia.org/resource/Allison_Janney,Allison Janney
http://dbpedia.org/resource/Frankenstein's_monster,Frankenstein's monster
http://dbpedia.org/resource/THQ,THQ
http://dbpedia.org/resource/Alex_North,Alex North
http://dbpedia.org/resource/Liberty_University,Liberty University
http://dbpedia.org/resource/Yale_Law_School,Yale Law School
http://dbpedia.org/resource/The_Fly_(1986_film),The Fly (1986 film)
http://dbpedia.org/resource/Cheaper_by_the_Dozen_(2003_film),Cheaper by the Dozen (2003 film)
http://dbpedia.org/resource/Microsoft_Studios,Microsoft Studios
"http://dbpedia.org/resource/Girton_College,_Cambridge","Girton College, Cambridge"
http://dbpedia.org/resource/Mark_Burnett,Mark Burnett
http://dbpedia.org/resource/Shohei_Imamura,Shohei Imamura
http://dbpedia.org/resource/Alyson_Stoner,Alyson Stoner
"http://dbpedia.org/resource/Freddie_Prinze,_Jr.","Freddie Prinze, Jr."
http://dbpedia.org/resource/Camberwell_College_of_Arts,Camberwell College of Arts
http://dbpedia.org/resource/Phil_Collinson,Phil Collinson
http://dbpedia.org/resource/Mystic_River_(film),Mystic River (film)
http://dbpedia.org/resource/Simon_Baker,Simon Baker
http://dbpedia.org/resource/A_Bug's_Life,A Bug's Life
http://dbpedia.org/resource/Ida_Lupino,Ida Lupino
http://dbpedia.org/resource/Ludhiana,Ludhiana
http://dbpedia.org/resource/College_of_the_Holy_Cross,College of the Holy Cross
http://dbpedia.org/resource/House_of_Sand_and_Fog_(film),House of Sand and Fog (film)
http://dbpedia.org/resource/Cold_Mountain_(film),Cold Mountain (film)
http://dbpedia.org/resource/Nagpur,Nagpur
http://dbpedia.org/resource/Jalandhar,Jalandhar
http://dbpedia.org/resource/Christopher_Eccleston,Christopher Eccleston
http://dbpedia.org/resource/Union_College,Union College
http://dbpedia.org/resource/Gina_McKee,Gina McKee
http://dbpedia.org/resource/Dick_Van_Dyke,Dick Van Dyke
http://dbpedia.org/resource/Jason_Kidd,Jason Kidd
http://dbpedia.org/resource/Blue_Ridge_Mountains,Blue Ridge Mountains
http://dbpedia.org/resource/Madeline_Kahn,Madeline Kahn
http://dbpedia.org/resource/Martin_Clunes,Martin Clunes
